dbn,school_name,cte_designated_high_school,program_cip_code,program_name,industry_cluster,number_of_industry_partners,is_nysed_approved,grade_levels_served,enrolled_student_counts,number_of_school_staff,year,number_of_staff_attending
27Q650,"High School for Construction Trades, Engineering a",True,151304,Civil Drafting and Civil Engineering CAD/CADD,Manufacturing Production Cluster,7,Approved,9101112,381,,2018-2019,11
28Q440,Forest Hills High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,523,,2018-2019,7
28Q440,Forest Hills High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,4,Approved,9101112,558,,2018-2019,7
28Q505,Hillcrest High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,101112,85,,2018-2019,17
28Q505,Hillcrest High School,False,151302,CAD/CADD Drafting and/or Design Technology/Technician,Manufacturing Production Cluster,4,Approved,101112,73,,2018-2019,17
28Q505,Hillcrest High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,17,Non-Approved,9101112,302,,2018-2019,17
28Q505,Hillcrest High School,False,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,3,Approved,101112,136,,2018-2019,17
28Q505,Hillcrest High School,False,520101,"Business/Commerce, General",Business Management and Administration Cluster,3,Approved,9101112,82,,2018-2019,17
28Q620,Thomas A. Edison Career and Technical Education Hi,True,100305,"Graphic and Printing Equipment Operator, General Production",Manufacturing Production Cluster,4,Approved,9101112,126,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,5,Approved,9101112,220,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,111003,Computer and Information Systems Security,Information Technology Cluster,5,Non-Approved,9101112,192,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,111004,Web/Multimedia Management and Webmaster,Information Technology Cluster,3,Approved,9101112,199,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,150405,Robotics Technology/Technician,Manufacturing Production Cluster,2,Approved,9101112,164,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,151306,Mechanical Drafting and Mechanical Drafting CAD/CADD,Manufacturing Production Cluster,3,Approved,9101112,215,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,460302,Electrician,Architecture and Construction Cluster,3,Non-Approved,9101112,115,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,5,Approved,9101112,222,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470603,Autobody/Collision and Repair Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,9101112,95,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",9,Approved,9101112,338,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470605,Diesel Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Non-Approved,,0,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,500402,Commercial and Advertising Art,"Arts, Audio/Video Technology and Communications Cluster",4,Approved,9101112,149,,2018-2019,29
28Q620,Thomas A. Edison Career and Technical Education Hi,True,511099,"Clinical/Medical Laboratory Science and Allied Professions, Other",Health Science Cluster,3,Approved,9101112,118,,2018-2019,29
29Q243,Institute for Health Professions at Cambria Height,True,510810,Emergency Care Attendant (EMT Ambulance),Health Science Cluster,2,Non-Approved,1112,37,,2018-2019,4
29Q243,Institute for Health Professions at Cambria Height,True,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,2,Non-Approved,9101112,387,,2018-2019,4
29Q272,George Washington Carver High School for the Scien,False,510808,Veterinary/Animal Health Technology/Technician and Veterinarian Assistant,Health Science Cluster,1,Non-Approved,9101112,164,,2018-2019,3
29Q313,Benjamin Franklin High School for Finance & Inform,True,110103,Information Technology,Information Technology Cluster,4,Approved,9101112,368,,2018-2019,3
29Q313,Benjamin Franklin High School for Finance & Inform,True,520304,Accounting and Finance,Business Management and Administration Cluster,2,Non-Approved,101112,39,,2018-2019,3
29Q326,Cambria Heights Academy,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,9101112,348,,2018-2019,1
30Q258,Energy Tech High School,True,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,2,Non-Approved,9101112,538,,2018-2019,2
30Q286,"Young Women's Leadership School, Astoria",False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,911,41,,2018-2019,12
30Q301,Academy for Careers in Television and Film,True,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",5,Approved,9101112,564,,2018-2019,1
30Q445,William Cullen Bryant High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,336,,2018-2019,12
30Q445,William Cullen Bryant High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Non-Approved,9101112,264,,2018-2019,12
30Q450,Long Island City High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,7,Approved,9101112,332,,2018-2019,16
30Q450,Long Island City High School,False,399031,Fitness Trainers & Aerobics Instructors,Education and Training Cluster,2,Non-Approved,9101112,140,,2018-2019,16
30Q450,Long Island City High School,False,520901,"Hospitality Administration/Management, General",Hospitality and Tourism Cluster,5,Approved,9101112,234,,2018-2019,16
30Q501,Frank Sinatra School of the Arts High School,False,500301,"Dance, General","Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,119,,2018-2019,1
30Q501,Frank Sinatra School of the Arts High School,False,500501,"Drama and Dramatics/Theatre Arts, General","Arts, Audio/Video Technology and Communications Cluster",2,Non-Approved,9101112,139,,2018-2019,1
30Q502,Information Technology High School,False,110801,"Web Page, Digital/Multimedia and Information Resources Design",Information Technology Cluster,3,Approved,101112,101,,2018-2019,12
30Q502,Information Technology High School,False,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,101112,93,,2018-2019,12
31R440,New Dorp High School,False,90702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",6,Approved,9101112,386,,2018-2019,18
31R440,New Dorp High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,91011,90,,2018-2019,18
31R440,New Dorp High School,False,430106,Forensic Science and Technology,Law and Public Safety Cluster,3,Non-Approved,9101112,397,,2018-2019,18
31R440,New Dorp High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,15,Non-Approved,9101112,309,,2018-2019,18
31R440,New Dorp High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,6,Approved,9101112,286,,2018-2019,18
31R445,Port Richmond High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,4,Non-Approved,9101112,398,,2018-2019,7
31R445,Port Richmond High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Non-Approved,1112,54,,2018-2019,7
31R450,Curtis High School,False,90102,Mass Communications/Media Studies,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,272,,2018-2019,7
31R450,Curtis High School,False,110301,Data Processing Technology/Technician,Information Technology Cluster,3,Non-Approved,9101112,439,,2018-2019,7
31R450,Curtis High School,False,430107,Criminal Justice/Police Science,Law and Public Safety Cluster,36,Non-Approved,9101112,380,,2018-2019,7
31R450,Curtis High School,False,500301,"Dance, General","Arts, Audio/Video Technology and Communications Cluster",4,Non-Approved,9101112,122,,2018-2019,7
31R450,Curtis High School,False,500409,Graphic Design,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,405,,2018-2019,7
31R450,Curtis High School,False,511613,Licensed Practical/Vocational Nurse Training,Health Science Cluster,2,Approved,101112,59,,2018-2019,7
31R450,Curtis High School,False,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,2,Approved,9101112,291,,2018-2019,7
31R455,Tottenville High School,False,90903,Advertising,"Arts, Audio/Video Technology and Communications Cluster",5,Non-Approved,9101112,89,,2018-2019,18
31R455,Tottenville High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,1,Non-Approved,101112,89,,2018-2019,18
31R455,Tottenville High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,5,Non-Approved,101112,146,,2018-2019,18
31R455,Tottenville High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,10,Non-Approved,101112,185,,2018-2019,18
31R455,Tottenville High School,False,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,9101112,144,,2018-2019,18
31R455,Tottenville High School,False,510603,Dental Laboratory Technology/Technician,Health Science Cluster,4,Approved,101112,75,,2018-2019,18
31R455,Tottenville High School,False,510699,"Dental Services and Allied Professions, Other",Health Science Cluster,3,Approved,101112,86,,2018-2019,18
31R455,Tottenville High School,False,510899,"Health/Medical Assisting Services, Other",Health Science Cluster,5,Approved,1112,130,,2018-2019,18
31R455,Tottenville High School,False,520304,Accounting and Finance,Business Management and Administration Cluster,4,Non-Approved,101112,199,,2018-2019,18
31R460,Susan E. Wagner High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,341,,2018-2019,4
31R600,Ralph R. McKee Career and Technical Education High,True,90702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,73,,2018-2019,14
31R600,Ralph R. McKee Career and Technical Education High,True,110201,"Computer Programming/Programmer, General",Information Technology Cluster,3,Non-Approved,9101112,175,,2018-2019,14
31R600,Ralph R. McKee Career and Technical Education High,True,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,2,Approved,9101112,64,,2018-2019,14
31R600,Ralph R. McKee Career and Technical Education High,True,460201,Carpentry/Carpenter,Architecture and Construction Cluster,3,Approved,9101112,100,,2018-2019,14
31R600,Ralph R. McKee Career and Technical Education High,True,460302,Electrician,Architecture and Construction Cluster,2,Non-Approved,9101112,90,,2018-2019,14
31R600,Ralph R. McKee Career and Technical Education High,True,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,9101112,109,,2018-2019,14
31R600,Ralph R. McKee Career and Technical Education High,True,500409,Graphic Design,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,9101112,158,,2018-2019,14
31R605,Staten Island Technical High School,False,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,2,Approved,9101112,1325,,2018-2019,4
33K891,Brooklyn STEAM Center,False,110103,Information Technology,Information Technology Cluster,4,Approved,1112,40,,2018-2019,11
33K891,Brooklyn STEAM Center,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,2,Approved,1112,43,,2018-2019,11
33K891,Brooklyn STEAM Center,False,151303,Architectural Drafting and Architectural CAD/CADD,Manufacturing Production Cluster,3,Approved,1112,47,,2018-2019,11
33K891,Brooklyn STEAM Center,False,469999,"Construction Trades, Other",Architecture and Construction Cluster,3,Non-Approved,1112,26,,2018-2019,11
33K891,Brooklyn STEAM Center,False,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",4,Non-Approved,91112,35,,2018-2019,11
01M448,University Neighborhood High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,1,Approved,"9,10,11,12",45,,2019-2020,3
02M135,The Urban Assembly School for Emergency Management,True,439999,"Security and Protective Services, Other",Law and Public Safety Cluster,14,Non-Approved,"9,10,11,12",256,,2019-2020,1
